open_time,open,high,low,close,volume,ema_20,ema_50,sma_20,rsi_14,atr_14,log_return,volume_ma_20,volume_ratio,signal,position,returns,fees,exit_reason,equity_curve,strategy_returns
2024-01-01 22:00:00,2337.83,2339.1,2323.66,2334.21,6444.2583,2310.8127967026694,2293.801192208622,2305.4625,77.19520626872549,12.595000000000027,-0.0015496445768536176,8994.586335,0.7164596636227629,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-01 23:00:00,2334.22,2352.37,2334.17,2352.04,11817.3671,2314.739197016701,2296.08506702397,2309.3740000000003,78.44696144630797,12.966428571428585,0.00760953258450799,9048.16789,1.3060508208584973,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 00:00:00,2352.05,2391.43,2346.95,2387.58,40687.4646,2321.676416348444,2299.6731036112656,2314.7755,84.18318414322252,15.743571428571451,0.014997263970288196,10598.462309999999,3.8389969610601,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 01:00:00,2387.59,2397.56,2370.38,2378.08,29424.4237,2327.048186220021,2302.7478838618044,2319.8849999999998,77.84249943263488,17.252857142857142,-0.003986861246328042,11734.427670000001,2.5075295129412987,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 02:00:00,2378.09,2382.96,2373.65,2382.95,13292.5147,2332.3721684847806,2305.893064886832,2324.9375,81.63157097409483,17.332142857142863,0.0020457765225147064,12096.22181,1.0988980616254094,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 03:00:00,2382.96,2388.61,2371.47,2386.43,16262.0974,2337.520533390992,2309.0513760677404,2330.0255,81.4559914353445,17.832857142857197,0.001459309435431489,12626.117245,1.2879729440529206,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 04:00:00,2386.42,2390.44,2378.58,2387.66,12124.3336,2342.2957206870883,2312.134067202339,2335.058,83.6373515485524,17.946428571428637,0.0005152814577084059,12953.77425,0.9359691906009555,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 05:00:00,2387.66,2392.4,2377.18,2377.48,14852.3142,2345.646604431175,2314.696652802247,2338.942,75.05187549880301,17.666428571428632,-0.004272703629763391,13292.22686,1.1173683955616749,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 06:00:00,2377.47,2383.68,2373.86,2373.86,10223.5551,2348.333594485349,2317.016784064904,2342.5330000000004,75.77149303037645,17.437857142857183,-0.0015237809546116044,13393.965910000003,0.7632955891254763,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 07:00:00,2373.86,2388.93,2373.69,2385.84,13341.4557,2351.905633105792,2319.7157337094177,2346.6014999999998,77.25760096808361,17.768571428571445,0.005033941340135077,13758.494714999999,0.9696886161139905,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 08:00:00,2385.84,2431.3,2380.09,2426.49,48568.8207,2359.0089061433355,2323.90295983846,2352.9545,81.1744819382709,20.140000000000036,0.016894505102611576,15824.073855,3.069299419672103,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 09:00:00,2426.49,2428.43,2411.74,2413.77,21469.8389,2364.224248415399,2327.4271574918534,2358.435,73.60108581652179,19.97642857142861,-0.005255928103966895,16633.12468,1.29078806977355,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 10:00:00,2413.77,2416.4,2392.85,2398.14,19010.6342,2367.454319994885,2330.200210139232,2363.2925,66.42528735632189,20.692142857142894,-0.006496403702358965,17217.843514999997,1.104123996912746,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 11:00:00,2398.15,2402.91,2380.36,2391.24,17120.8522,2369.719622852515,2332.593927388674,2367.1195,65.02390998593535,21.277857142857133,-0.002881377035792208,17458.709404999998,0.980648214185681,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 12:00:00,2391.24,2404.68,2382.73,2386.85,15110.638,2371.3510873427517,2334.7216165106865,2370.9674999999997,64.74344611248043,21.742857142857115,-0.001837554853623767,17626.481985,0.8572690802883434,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 13:00:00,2386.85,2400.78,2382.22,2398.0,13619.2626,2373.8890790243945,2337.2031217455615,2375.1794999999997,63.37290502793303,21.768571428571445,0.0046605516085902006,17879.40391,0.7617291196370762,HOLD,0,0.0,0.0,,10000.0,0.0
2024-01-02 14:00:00,2398.01,2402.65,2354.92,2367.28,33817.2174,2373.2596429268333,2338.3826071673043,2377.1985,43.92288348700759,22.000714285714302,-0.012893439871423122,18802.797065,1.7985205755875664,BUY,1,0.0,0.0,,9999.99747482946,-2.525170539335875e-07
2024-01-02 15:00:00,2367.27,2371.14,2352.04,2357.48,25617.6125,2371.7568197909445,2339.1315245332926,2378.2095,43.844131006454695,21.42357142857145,-0.004148364807506058,19526.833300000002,1.311918430726809,BUY,1,0.0,0.0,,9999.99747482946,0.0
2024-01-02 16:00:00,2357.48,2369.6,2350.19,2367.91,18916.5505,2371.3904560013307,2340.2600921986536,2379.556,45.65016196205459,22.145000000000014,0.0044144576163339996,19598.00894,0.9652281799602037,HOLD,1,0.0,0.0,,9999.99747482946,0.0
2024-01-02 17:00:00,2367.92,2368.14,2350.95,2357.43,11178.9001,2370.060888763109,2340.9334219163534,2380.536,41.939070491438706,22.148571428571422,-0.00443566692891981,19645.005575,0.5690454022688666,HOLD,1,0.0,0.0,,9999.99747482946,0.0
2024-01-02 18:00:00,2357.43,2369.6,2355.54,2365.7,8386.0845,2369.6455660237652,2341.9046602725753,2382.1105,44.12582923175687,22.305714285714267,0.003501918622416897,19742.096885,0.4247818531562232,HOLD,1,0.0,0.0,,9999.99747482946,0.0
2024-01-02 19:00:00,2365.7,2372.75,2354.79,2369.19,18480.2093,2369.6021787834065,2342.9746735952194,2382.968,47.700160905509634,22.501428571428537,0.0014741633415040181,20075.238995,0.9205474118939623,HOLD,1,0.0,0.0,,9999.99747482946,0.0
2024-01-02 20:00:00,2369.19,2380.0,2358.32,2359.87,15536.6175,2368.6753046135586,2343.637235415015,2381.5824999999995,46.23783144194045,23.348571428571404,-0.003941591803192858,18817.696640000002,0.8256386420309515,HOLD,1,0.0,0.0,,9999.99747482946,0.0
2024-01-02 21:00:00,2359.86,2366.34,2341.0,2366.34,16682.1997,2368.4528946503624,2344.527539908544,2380.9955,44.595942800133024,24.07,0.0027379249088460454,18180.585440000003,0.9175831963747807,HOLD,1,0.0,0.0,,9999.99747482946,0.0
2024-01-02 22:00:00,2366.33,2372.5,2357.53,2359.03,9548.8149,2367.555476112233,2345.096263833699,2379.7995,27.066902366059495,21.481428571428555,-0.003093940085633869,17993.40045,0.5306842876383602,HOLD,1,0.0,0.0,,9999.99747482946,0.0
2024-01-02 23:00:00,2359.02,2363.24,2351.0,2355.34,14769.2522,2366.3920974348775,2345.4979789774757,2378.245,28.837377761680713,21.163571428571395,-0.0015654268772063269,17918.75819,0.8242341373992279,HOLD,1,0.0,0.0,,9999.99747482946,0.0
